字id,繁體字,相關詞語,普通話拼音,粵拼,學習階段
3120,綢,絲綢,sīchóu,si1 cau4,第二學習階段
3121,綿,綿羊,miɑ́nyɑ́ng,min4 joeng4,第一學習階段
3121,綿,海綿,hɑ̌imiɑ́n,hoi2 min4,第一學習階段
3121,綿,連綿,liɑ́nmiɑ́n,lin4 min4,第二學習階段
3122,綵,綵排,cɑ̌ipɑ́i,coi2 paai4,第一學習階段
3122,綵,綵燈,cɑ̌idēng,coi2 dang1,第一學習階段
3124,維,維生素,wéishēngsù,wai4 sang1 sou3,第二學習階段
3124,維,維他命,wéitɑ̄mìng,wai4 taa1 ming6,第二學習階段
3124,維,維持,wéichí,wai4 ci4,第一學習階段
3124,維,維修,wéixiū,wai4 sau1,第二學習階段
3124,維,維護,wéihù,wai4 wu6,第二學習階段
3124,維,思維,sīwéi,si1 wai4,第二學習階段
3124,維,纖維,xiɑ̄nwéi,cim1 wai4,第二學習階段
3126,締,取締,qǔdì,ceoi2 dai3,第二學習階段
3127,編,編制,biɑ̄nzhì,pin1 zai3,第二學習階段
3127,編,編者,biɑ̄nzhě,pin1 ze2,第二學習階段
3127,編,編配,biɑ̄npèi,pin1 pui3,第二學習階段
3127,編,編排,biɑ̄npɑ́i,pin1 paai4,第二學習階段
3127,編,編號,biɑ̄nhɑ̀o,pin1 hou6,第一學習階段
3127,編,編寫,biɑ̄nxiě,pin1 se2,第一學習階段
3127,編,編碼,biɑ̄nmɑ̌,pin1 maa5,第二學習階段
3127,編,編導,biɑ̄ndɑ̌o,pin1 dou6,第二學習階段
3127,編,編輯,biɑ̄njí,pin1 cap1,第二學習階段
3127,編,改編,gɑ̌ibiɑ̄n,goi2 pin1,第二學習階段
3128,練,練習,liɑ̀nxí,lin6 zaap6,第一學習階段
3128,練,訓練,xùnliɑ̀n,fan3 lin6,第一學習階段
3128,練,教練,jiɑ̀oliɑ̀n,gaau3 lin6,第一學習階段
3128,練,熟練,shúliɑ̀n,suk6 lin6,第一學習階段
3128,練,操練,cɑ̄oliɑ̀n,cou1 lin6,第二學習階段
3130,緻,別緻,biézhì,bit6 zi3,第二學習階段
3130,緻,細緻,xìzhì,sai3 zi3,第二學習階段
3130,緻,精緻,jīngzhì,zing1 zi3,第一學習階段
3132,緝,緝私,jīsī,cap1 si1,第二學習階段
3132,緝,追緝,zhuījī,zeoi1 cap1,第二學習階段
3132,緝,通緝,tōngjī,tung1 cap1,第二學習階段
3134,緣,緣故,yuɑ́ngù,jyun4 gu3,第二學習階段
3134,緣,邊緣,biɑ̄nyuɑ́n,bin1 jyun4,第二學習階段
3135,線,線索,xiɑ̀nsuǒ,sin3 sok3,第二學習階段
3135,線,線條,xiɑ̀ntiɑ́o,sin3 tiu4,第二學習階段
3135,線,線報,xiɑ̀nbɑ̀o,sin3 bou3,第二學習階段
3135,線,線路,xiɑ̀nlù,sin3 lou6,第二學習階段
3135,線,天線,tiɑ̄nxiɑ̀n,tin1 sin3,第二學習階段
3135,線,出線,chūxiɑ̀n,ceot1 sin3,第二學習階段
3135,線,光線,guɑ̄ngxiɑ̀n,gwong1 sin3,第一學習階段
3135,線,全線,quɑ́nxiɑ̀n,cyun4 sin3,第二學習階段
3135,線,曲線,qūxiɑ̀n,kuk1 sin3,第二學習階段
3135,線,有線,yǒuxiɑ̀n,jau5 sin3,第二學習階段
3135,線,米線,mǐxiɑ̀n,mai5 sin3,第一學習階段
3135,線,折線,zhéxiɑ̀n,zit3 sin3,第二學習階段
3135,線,防線,fɑ́ngxiɑ̀n,fong4 sin3,第一學習階段
3135,線,底線,dǐxiɑ̀n,dai2 sin3,第二學習階段
3135,線,直線,zhíxiɑ̀n,zik6 sin3,第一學習階段
3135,線,前線,qiɑ́nxiɑ̀n,cin4 sin3,第二學習階段
3135,線,界線,jièxiɑ̀n,gaai3 sin3,第二學習階段
3135,線,航線,hɑ́ngxiɑ̀n,hong4 sin3,第二學習階段
3135,線,陣線,zhènxiɑ̀n,zan6 sin3,第二學習階段
3135,線,專線,zhuɑ̄nxiɑ̀n,zyun1 sin3,第二學習階段
3135,線,無線,wúxiɑ̀n,mou4 sin3,第一學習階段
3135,線,無線電,wúxiɑ̀ndiɑ̀n,mou4 sin3 din6,第二學習階段
3135,線,虛線,xūxiɑ̀n,heoi1 sin3,第一學習階段
3135,線,視線,shìxiɑ̀n,si6 sin3,第一學習階段
3135,線,幹線,gɑ̀nxiɑ̀n,gon3 sin3,第二學習階段
3135,線,路線,lùxiɑ̀n,lou6 sin3,第一學習階段
3135,線,電線,diɑ̀nxiɑ̀n,din6 sin3,第一學習階段
3135,線,戰線,zhɑ̀nxiɑ̀n,zin3 sin3,第二學習階段
3137,緩,緩和,huɑ̌nhé,wun6 wo4,第二學習階段
3137,緩,緩慢,huɑ̌nmɑ̀n,wun6 maan6,第二學習階段
3137,緩,刻不容緩,kè bù róng huɑ̌n,hak1 bat1 jung4 wun6,第二學習階段
3137,緩,延緩,yɑ́nhuɑ̌n,jin4 wun6,第二學習階段
3142,縛,束縛,shùfù,cuk1 bok3,第二學習階段
3144,縮,縮小,suōxiɑ̌o,suk1 siu2,第一學習階段
3144,縮,收縮,shōusuō,sau1 suk1,第二學習階段
3144,縮,伸縮,shēnsuō,san1 suk1,第一學習階段
3144,縮,萎縮,wěisuō,wai2 suk1,第二學習階段
3144,縮,緊縮,jǐnsuō,gan2 suk1,第二學習階段
3144,縮,壓縮,yɑ̄suō,aat3 suk1,第二學習階段
3145,績,功績,gōngjì,gung1 zik1,第二學習階段
3145,績,成績,chéngjì,sing4 zik1,第一學習階段
3145,績,戰績,zhɑ̀njì,zin3 zik1,第二學習階段
3150,縫,縫隙,fèngxì,fung4 gwik1,第二學習階段
3150,縫,裂縫,lièfèng,lit6 fung4,第一學習階段
3151,總,總之,zǒngzhī,zung2 zi1,第二學習階段
3151,總,總共,zǒnggòng,zung2 gung6,第一學習階段
3151,總,總和,zǒnghé,zung2 wo4,第一學習階段
3151,總,總是,zǒngshì,zung2 si6,第一學習階段
3151,總,總值,zǒngzhí,zung2 zik6,第二學習階段
3151,總,總得,zǒngděi,zung2 dak1,第二學習階段
3151,總,總部,zǒngbù,zung2 bou6,第二學習階段
3151,總,總結,zǒngjié,zung2 git3,第二學習階段
3151,總,總裁,zǒngcɑ́i,zung2 coi4,第二學習階段
3151,總,總督,zǒngdū,zung2 duk1,第二學習階段
3151,總,總監,zǒngjiɑ̄n,zung2 gaam1,第二學習階段
3151,總,總算,zǒngsuɑ̀n,zung2 syun3,第二學習階段
3151,總,總數,zǒngshù,zung2 sou3,第一學習階段
3151,總,總體,zǒngtǐ,zung2 tai2,第二學習階段
3152,縱,縱使,zòngshǐ,zung3 si2,第二學習階段
3152,縱,縱然,zòngrɑ́n,zung3 jin4,第二學習階段
3152,縱,縱橫,zònghéng,zung1 waang4,第二學習階段
3152,縱,操縱,cɑ̄ozòng,cou1 zung3,第二學習階段
3154,繁,繁多,fɑ́nduō,faan4 do1,第二學習階段
3154,繁,繁忙,fɑ́nmɑ́ng,faan4 mong4,第一學習階段
3154,繁,繁衍,fɑ́nyɑ̌n,faan4 jin2 / faan4 jin5 / faan4 hin2,第二學習階段
3154,繁,繁殖,fɑ́nzhí,faan4 zik6,第二學習階段
3154,繁,繁華,fɑ́nhuɑ́,faan4 waa4,第一學習階段
3154,繁,繁榮,fɑ́nróng,faan4 wing4,第一學習階段
3154,繁,繁複,fɑ́nfù,faan4 fuk1,第二學習階段
3154,繁,頻繁,pínfɑ́n,pan4 faan4,第二學習階段
3155,織,織女,zhīnǚ,zik1 neoi5,第一學習階段
3155,織,交織,jiɑ̄ozhī,gaau1 zik1,第二學習階段
3155,織,紡織,fɑ̌ngzhī,fong2 zik1,第一學習階段
3155,織,組織,zǔzhī,zou2 zik1,第一學習階段
3157,繞,圍繞,wéirɑ̀o,wai4 jiu2 / wai4 jiu5,第二學習階段
3157,繞,環繞,huɑ́nrɑ̀o,waan4 jiu2 / waan4 jiu5,第二學習階段
3157,繞,纏繞,chɑ́nrɑ̀o,cin4 jiu2 / cin4 jiu5,第二學習階段
3158,繚,眼花繚亂,yɑ̌n huɑ̄ liɑ́o luɑ̀n,ngaan5 faa1 liu4 lyun6,第二學習階段
3159,繫,聯繫,liɑ́nxì,lyun4 hai6,第二學習階段
3162,繩,繩子,shéngzi,sing4 zi2,第一學習階段
3162,繩,繩索,shéngsuǒ,sing4 sok3,第二學習階段
3162,繩,跳繩,tiɑ̀oshéng,tiu3 sing4 [tiu3 sing2],第一學習階段
3163,繪,繪畫,huìhuɑ̀,kui6 waa2 [kui2 waa2],第一學習階段
3163,繪,繪圖,huìtú,kui2 tou4,第二學習階段
3163,繪,繪製,huìzhì,kui2 zai3,第二學習階段
3163,繪,描繪,miɑ́ohuì,miu4 kui2,第二學習階段
3164,繳,繳付,jiɑ̌ofù,giu2 fu6,第二學習階段
3164,繳,繳交,jiɑ̌ojiɑ̄o,giu2 gaau1,第二學習階段
3164,繳,上繳,shɑ̀ngjiɑ̌o,soeng6 giu2,第二學習階段
3165,繡,繡花,xiùhuɑ̄,sau3 faa1,第二學習階段
3165,繡,刺繡,cìxiù,ci3 sau3,第二學習階段
3166,繽,繽紛,bīnfēn,ban1 fan1,第二學習階段
3166,繽,五彩繽紛,wǔcɑ̌i bīnfēn,ng5 coi2 ban1 fan1,第二學習階段
3167,辮,辮子,biɑ̀nzi,bin1 zi2,第一學習階段
3168,繼,繼父,jìfù,gai3 fu6,第二學習階段
3168,繼,後父,hòufù,hau6 fu6,第二學習階段
3168,繼,繼母,jìmǔ,gai3 mou5,第二學習階段
3168,繼,後母,hòumǔ,hau6 mou5,第二學習階段
3168,繼,繼承,jìchéng,gai3 sing4,第二學習階段
3168,繼,繼續,jìxù,gai3 zuk6,第一學習階段
3168,繼,夜以繼日,yè yǐ jì rì,je6 ji5 gai3 jat6,第二學習階段
3168,繼,日以繼夜,rì yǐ jì yè,jat6 ji5 gai3 je6,第二學習階段
3168,繼,相繼,xiɑ̄ngjì,soeng1 gai3,第二學習階段
3170,纏,纏繞,chɑ́nrɑ̀o,cin4 jiu2 / cin4 jiu5,第二學習階段
3170,纏,糾纏,jiūchɑ́n,gau2 cin4,第二學習階段
3171,續,手續,shǒuxù,sau2 zuk6,第二學習階段
3171,續,延續,yɑ́nxù,jin4 zuk6,第二學習階段
3171,續,後續,hòuxù,hau6 zuk6,第二學習階段
3171,續,持續,chíxù,ci4 zuk6,第二學習階段
3171,續,連續,liɑ́nxù,lin4 zuk6,第二學習階段
3171,續,陸續,lùxù,luk6 zuk6,第二學習階段
3171,續,繼續,jìxù,gai3 zuk6,第一學習階段
3173,纖,纖維,xiɑ̄nwéi,cim1 wai4,第二學習階段
3174,纜,纜車,lɑ̌nchē,laam6 ce1,第一學習階段
3174,纜,電纜,diɑ̀nlɑ̌n,din6 laam6,第二學習階段
3176,缸,浴缸,yùgɑ̄ng,juk6 gong1,第一學習階段
3177,缺,缺口,quēkǒu,kyut3 hau2,第二學習階段
3177,缺,缺少,quēshɑ̌o,kyut3 siu2,第一學習階段
3177,缺,缺乏,quēfɑ́,kyut3 fat6,第二學習階段
3177,缺,缺席,quēxí,kyut3 zik6,第一學習階段
3177,缺,缺陷,quēxiɑ̀n,kyut3 haam6,第二學習階段
3177,缺,缺點,quēdiɑ̌n,kyut3 dim2,第一學習階段
3177,缺,不可或缺,bù kě huò quē,bat1 ho2 waak6 kyut3,第二學習階段
3177,缺,欠缺,qiɑ̀nquē,him3 kyut3,第一學習階段
3177,缺,空缺,kòngquē,hung1 kyut3,第二學習階段
3177,缺,短缺,duɑ̌nquē,dyun2 kyut3,第二學習階段
3181,罐,罐頭,guɑ̀ntou,gun3 tau4,第一學習階段
3185,置,置身,zhìshēn,zi3 san1,第二學習階段
3185,置,內置,nèizhì,noi6 zi3,第二學習階段
3185,置,毋庸置疑,wú yōng zhì yí,mou4 jung4 zi3 ji4,第二學習階段
3185,置,布置,bùzhì,bou3 zi3,第一學習階段
3185,置,佈置,bùzhì,bou3 zi3,第一學習階段
3185,置,安置,ɑ̄nzhì,on1 zi3,第一學習階段
3185,置,位置,wèi•zhì,wai6 zi3,第一學習階段
3185,置,放置,fɑ̀ngzhì,fong3 zi3,第一學習階段
3185,置,空置,kōngzhì,hung1 zi3,第一學習階段
3185,置,添置,tiɑ̄nzhì,tim1 zi3,第一學習階段
3185,置,設置,shèzhì,cit3 zi3,第二學習階段
3185,置,裝置,zhuɑ̄ngzhì,zong1 zi3,第一學習階段
3186,署,署理,shǔlǐ,cyu5 lei5,第二學習階段
3186,署,部署,bùshǔ,bou6 cyu5,第二學習階段
3186,署,簽署,qiɑ̄nshǔ,cim1 cyu5,第二學習階段
3186,署,警署,jǐngshǔ,ging2 cyu5,第一學習階段
3187,罩,籠罩,lǒngzhɑ̀o,lung4 zaau3,第二學習階段
3188,罪,罪犯,zuìfɑ̀n,zeoi6 faan6 [zeoi6 faan2],第二學習階段
3188,罪,罪名,zuìmíng,zeoi6 ming4,第二學習階段
3188,罪,罪行,zuìxíng,zeoi6 hang6,第一學習階段
3188,罪,罪案,zuì’ɑ̀n,zeoi6 on3,第一學習階段
3188,罪,罪惡,zuì’è,zeoi6 ok3,第二學習階段
3188,罪,罪過,zuìguò,zeoi6 gwo3,第二學習階段
3188,罪,犯罪,fɑ̀nzuì,faan6 zeoi6,第二學習階段
3189,罰,罰款,fɑ́kuɑ̌n,fat6 fun2,第二學習階段
3189,罰,刑罰,xíngfɑ́,jing4 fat6,第二學習階段
3189,罰,處罰,chǔfɑ́,cyu2 fat6,第二學習階段
3189,罰,懲罰,chéngfɑ́,cing4 fat6,第二學習階段
3190,罵,責罵,zémɑ̀,zaak3 maa6,第一學習階段
3191,罷,罷了,bɑ̀le,baa6 liu5,第一學習階段
3191,罷,罷工,bɑ̀gōng,baa6 gung1,第二學習階段
3192,罹,罹難,línɑ̀n,lei4 naan6,第二學習階段
3193,羅,包羅萬有,bɑ̄oluó wɑ̀nyǒu,baau1 lo4 maan6 jau5,第二學習階段
3193,羅,包羅萬象,bɑ̄oluó wɑ̀nxiɑ̀ng,baau1 lo4 maan6 zoeng6,第二學習階段
3193,羅,普羅大眾,pǔ luó dɑ̀zhòng,pou2 lo4 daai6 zung3,第一學習階段
3193,羅,紫羅蘭,zǐluólɑ́n,zi2 lo4 laan4,第一學習階段
3194,羈,羈留,jīliú,gei1 lau4,第二學習階段
3195,羊,羊毛,yɑ́ngmɑ́o,joeng4 mou4,第一學習階段
3195,羊,山羊,shɑ̄nyɑ́ng,saan1 joeng4,第一學習階段
3195,羊,羔羊,gɑ̄oyɑ́ng,gou1 joeng4,第一學習階段
3195,羊,綿羊,miɑ́nyɑ́ng,min4 joeng4,第一學習階段
3197,美,美不勝收,měi bú shèng shōu,mei5 bat1 sing1 sau1,第二學習階段
3197,美,美中不足,měi zhōng bù zú,mei5 zung1 bat1 zuk1,第一學習階段
3197,美,美元,měiyuɑ́n,mei5 jyun4,第一學習階段
3197,美,美化,měihuɑ̀,mei5 faa3,第二學習階段
3197,美,美好,měihɑ̌o,mei5 hou2,第一學習階段
3197,美,美妙,měimiɑ̀o,mei5 miu6,第一學習階段
3197,美,美味,měiwèi,mei5 mei6,第一學習階段
3197,美,美金,měijīn,mei5 gam1,第一學習階段
3197,美,美食,měishí,mei5 sik6,第一學習階段
3197,美,美容,měiróng,mei5 jung4,第二學習階段
3197,美,美國,Měiguó,mei5 gwok3,第一學習階段
3197,美,美術,měishù,mei5 seot6,第一學習階段
3197,美,美景,měijǐng,mei5 ging2,第一學習階段
3197,美,美感,měigɑ̌n,mei5 gam2,第二學習階段
3197,美,美滿,měimɑ̌n,mei5 mun5,第二學習階段
3197,美,美麗,měilì,mei5 lai6,第一學習階段
3197,美,美觀,měiguɑ̄n,mei5 gun1,第一學習階段
3197,美,完美,wɑ́nměi,jyun4 mei5,第一學習階段
3197,美,肥美,féiměi,fei4 mei5,第二學習階段
3197,美,健美,jiɑ̀nměi,gin6 mei5,第二學習階段
3197,美,甜美,tiɑ́nměi,tim4 mei5,第二學習階段
3197,美,盡善盡美,jìn shɑ̀n jìn měi,zeon6 sin6 zeon6 mei5,第二學習階段
3197,美,精美,jīngměi,zing1 mei5,第一學習階段
3197,美,審美,shěnměi,sam2 mei5,第二學習階段
3197,美,優美,yōuměi,jau1 mei5,第一學習階段
3197,美,鮮美,xiɑ̄nměi,sin1 mei5,第二學習階段
3197,美,讚美,zɑ̀nměi,zaan3 mei5,第一學習階段
3198,羔,羔羊,gɑ̄oyɑ́ng,gou1 joeng4,第一學習階段
3199,羞,羞恥,xiūchǐ,sau1 ci2,第二學習階段
3199,羞,含羞草,hɑ́nxiūcɑ̌o,ham4 sau1 cou2,第一學習階段
3199,羞,害羞,hɑ̀ixiū,hoi6 sau1,第一學習階段
3201,善,善良,shɑ̀nliɑ́ng,sin6 loeng4,第一學習階段
3201,善,善款,shɑ̀nkuɑ̌n,sin6 fun2,第一學習階段
3201,善,善意,shɑ̀nyì,sin6 ji3,第二學習階段
3201,善,友善,yǒushɑ̀n,jau5 sin6,第一學習階段
3201,善,行善,xíngshɑ̀n,hang4 sin6,第一學習階段
3201,善,妥善,tuǒshɑ̀n,to5 sin6,第二學習階段
3201,善,完善,wɑ́nshɑ̀n,jyun4 sin6,第二學習階段
3201,善,改善,gɑ̌ishɑ̀n,goi2 sin6,第一學習階段
3201,善,和善,héshɑ̀n,wo4 sin6,第一學習階段
3201,善,慈善,císhɑ̀n,ci4 sin6,第二學習階段
3201,善,盡善盡美,jìn shɑ̀n jìn měi,zeon6 sin6 zeon6 mei5,第二學習階段
3202,羨,羨慕,xiɑ̀nmù,sin6 mou6,第二學習階段
3203,羣,羣島,qúndɑ̌o,kwan4 dou2,第二學習階段
3203,羣,羣眾,qúnzhòng,kwan4 zung3,第二學習階段
3203,羣,羣雄,qúnxióng,kwan4 hung4,第二學習階段
3203,羣,羣體,qúntǐ,kwan4 tai2,第一學習階段
3203,羣,人羣,rénqún,jan4 kwan4,第一學習階段
3203,羣,成羣,chéngqún,sing4 kwan4,第一學習階段
3204,義,義父,yìfù,ji6 fu6,第二學習階段
3204,義,誼父,yìfù,ji6 fu6,第二學習階段
3204,義,義母,yìmǔ,ji6 mou5,第二學習階段
3204,義,誼母,yìmǔ,ji6 mou5,第二學習階段
3204,義,義務,yìwù,ji6 mou6,第二學習階段
3204,義,正義,zhèngyì,zing3 ji6,第一學習階段
3204,義,名義,míngyì,ming4 ji6,第二學習階段
3204,義,含義,hɑ́nyì,ham4 ji6,第二學習階段
3204,義,定義,dìngyì,ding6 ji6,第二學習階段
3204,義,起義,qǐyì,hei2 ji6,第二學習階段
3204,義,貶義,biɑ̌nyì,bin2 ji6,第二學習階段
3204,義,意義,yìyì,ji3 ji6,第二學習階段
3204,義,褒義,bɑ̄oyì,bou1 ji6,第二學習階段
3204,義,講義,jiɑ̌ngyì,gong2 ji6,第二學習階段
3204,義,顧名思義,gù míng sī yì,gu3 ming4 si1 ji6,第二學習階段
3210,羽,羽毛,yǔmɑ́o,jyu5 mou4,第一學習階段
3210,羽,羽毛球,yǔmɑ́oqiú,jyu5 mou4 kau4,第一學習階段
3212,翅,翅膀,chìbɑ̌ng,ci3 pong4,第一學習階段
3212,翅,展翅,zhɑ̌nchì,zin2 ci3,第一學習階段
3213,翁,主人翁,zhǔrénwēng,zyu2 jan4 jung1,第二學習階段
3213,翁,富翁,fùwēng,fu3 jung1,第一學習階段
3214,翌,翌日,yìrì,jik6 jat6,第二學習階段
3216,習,習作,xízuò,zaap6 zok3,第一學習階段
3216,習,習俗,xísú,zaap6 zuk6,第二學習階段
3216,習,習慣,xíguɑ̀n,zaap6 gwaan3,第一學習階段
3216,習,研習,yɑ́nxí,jin4 zaap6,第二學習階段
3216,習,補習,bǔxí,bou2 zaap6,第一學習階段
3216,習,實習,shíxí,sat6 zaap6,第二學習階段
3216,習,演習,yɑ̌nxí,jin2 zaap6,第二學習階段
3216,習,熟習,shúxí,suk6 zaap6,第二學習階段
3216,習,練習,liɑ̀nxí,lin6 zaap6,第一學習階段
3216,習,複習,fùxí,fuk1 zaap6,第一學習階段
3216,習,學習,xuéxí,hok6 zaap6,第一學習階段
3216,習,温習,wēnxí,wan1 zaap6,第一學習階段
3217,翔,飛翔,fēixiɑ́ng,fei1 coeng4,第二學習階段
3219,翠,翠綠,cuìlǜ,ceoi3 luk6,第二學習階段
3219,翠,翡翠,fěicuì,fei2 ceoi3,第二學習階段
3219,翠,蒼翠,cɑ̄ngcuì,cong1 ceoi3,第二學習階段
3220,翡,翡翠,fěicuì,fei2 ceoi3,第二學習階段
3222,翩,翩翩,piɑ̄npiɑ̄n,pin1 pin1,第二學習階段
3226,翼,小心翼翼,xiɑ̌oxīn yìyì,siu2 sam1 jik6 jik6,第二學習階段
3228,翻,翻身,fɑ̄nshēn,faan1 san1,第二學習階段
3228,翻,翻譯,fɑ̄nyì,faan1 jik6,第二學習階段
3228,翻,推翻,tuīfɑ̄n,teoi1 faan1,第二學習階段
3229,耀,耀眼,yɑ̀oyɑ̌n,jiu6 ngaan5,第二學習階段
3229,耀,炫耀,xuɑ̀nyɑ̀o,jyun4 jiu6,第二學習階段
3229,耀,閃耀,shɑ̌nyɑ̀o,sim2 jiu6,第一學習階段
3229,耀,照耀,zhɑ̀oyɑ̀o,ziu3 jiu6,第一學習階段
3230,老,百姓,bɑ̌ixìng,baak3 sing3,第二學習階段
3230,老,老百姓,lɑ̌obɑ̌ixìng,lou5 baak3 sing3,第二學習階段
3230,老,老人家,lɑ̌o•rénjiɑ̄,lou5 jan4 gaa1,第一學習階段
3230,老,老公公,lɑ̌ogōnggong,lou5 gung1 gung1,第一學習階段
3230,老,老太太,lɑ̌otɑ̀itɑi,lou5 taai3 taai3 [lou5 taai3 taai2],第一學習階段
3230,老,老外,lɑ̌owɑ̀i,lou5 ngoi6 [lou5 ngoi2],第二學習階段
3230,老,老年,lɑ̌oniɑ́n,lou5 nin4,第一學習階段
3230,老,老虎,lɑ̌ohǔ,lou5 fu2,第一學習階段
3230,老,老是,lɑ̌o•shì,lou5 si6,第二學習階段
3230,老,老家,lɑ̌ojiɑ̄,lou5 gaa1,第二學習階段
3230,老,老師,lɑ̌oshī,lou5 si1,第一學習階段
3230,老,老婆,lɑ̌opo,lou5 po4,第一學習階段
3230,老,老婆婆,lɑ̌opópo,lou5 po4 po4,第一學習階段
3230,老,老鄉,lɑ̌oxiɑ̄ng,lou5 hoeng1,第二學習階段
3230,老,老爺,lɑ̌oye,lou5 je4,第二學習階段
3230,老,老鼠,lɑ̌oshǔ,lou5 syu2,第一學習階段
3230,老,老實,lɑ̌oshi,lou5 sat6,第一學習階段
3230,老,老闆,lɑ̌obɑ̌n,lou5 baan2,第二學習階段
3230,老,古老,gǔlɑ̌o,gu2 lou5,第一學習階段
3230,老,男女老少,nɑ́n nǚ lɑ̌o shɑ̀o,naam4 neoi5 lou5 siu3,第二學習階段
3230,老,男女老幼,nɑ́n nǚ lɑ̌o yòu,naam4 neoi5 lou5 jau3,第二學習階段
3230,老,衰老,shuɑ̄ilɑ̌o,seoi1 lou5,第二學習階段
3231,考,考生,kɑ̌oshēng,haau2 sang1,第二學習階段
3231,考,考核,kɑ̌ohé,haau2 hat6,第二學習階段
3231,考,考試,kɑ̌oshì,haau2 si3,第一學習階段
3231,考,考察,kɑ̌ochɑ́,haau2 caat3,第二學習階段
3231,考,考慮,kɑ̌olǜ,haau2 leoi6,第二學習階段
3231,考,考驗,kɑ̌oyɑ̀n,haau2 jim6,第二學習階段
3231,考,思考,sīkɑ̌o,si1 haau2,第二學習階段
3231,考,參考,cɑ̄nkɑ̌o,caam1 haau2,第一學習階段
3232,者,死者,sǐzhě,sei2 ze2,第一學習階段
3232,者,作者,zuòzhě,zok3 ze2,第一學習階段
3232,者,或者,huòzhě,waak6 ze2,第一學習階段
3232,者,長者,zhɑ̌ngzhě,zoeng2 ze2,第一學習階段
3232,者,後者,hòuzhě,hau6 ze2,第二學習階段
3232,者,記者,jìzhě,gei3 ze2,第二學習階段
3232,者,患者,huɑ̀nzhě,waan6 ze2,第二學習階段
3232,者,筆者,bǐzhě,bat1 ze2,第二學習階段
3232,者,傷者,shɑ̄ngzhě,soeng1 ze2,第一學習階段
3232,者,編者,biɑ̄nzhě,pin1 ze2,第二學習階段
3232,者,學者,xuézhě,hok6 ze2,第二學習階段
3232,者,讀者,dúzhě,duk6 ze2,第一學習階段
3234,而,而已,éryǐ,ji4 ji5,第二學習階段
3234,而,而且,érqiě,ji4 ce2,第一學習階段
3234,而,不約而同,bù yuē ér tóng,bat1 joek3 ji4 tung4,第一學習階段
3234,而,反而,fɑ̌n’ér,faan2 ji4,第二學習階段
3234,而,因而,yīn’ér,jan1 ji4,第二學習階段
3234,而,取而代之,qǔ ér dɑ̀i zhī,ceoi2 ji4 doi6 zi1,第二學習階段
3234,而,幸而,xìng’ér,hang6 ji4,第二學習階段
3234,而,忽而,hū'ér,fat1 ji4,第二學習階段
3234,而,偶爾,ǒu'ěr,ngau5 ji5,第二學習階段
3234,而,偶而,ǒu'ér,ngau5 ji4,第二學習階段
3234,而,從而,cóng’ér,cung4 ji4,第二學習階段
3234,而,揚長而去,yɑ́ng chɑ́ng ér qù,joeng4 coeng4 ji4 heoi3,第二學習階段
3234,而,然而,rɑ́n’ér,jin4 ji4,第二學習階段
3234,而,進而,jìn’ér,zeon3 ji4,第二學習階段
3234,而,輕而易舉,qīng ér yì jǔ,hing1 ji4 ji6 geoi2,第二學習階段
3234,而,應運而生,yìng yùn ér shēng,jing3 wan6 ji4 sang1,第二學習階段
3234,而,顯而易見,xiɑ̌n ér yì jiɑ̀n,hin2 ji4 ji6 gin3,第二學習階段
3234,而,脱穎而出,tuō yǐng ér chū,tyut3 wing6 ji4 ceot1,第二學習階段
3235,耐,耐人尋味,nɑ̀i rén xún wèi,noi6 jan4 cam4 mei6,第二學習階段
3235,耐,耐心,nɑ̀ixīn,noi6 sam1,第一學習階段
3235,耐,耐用,nɑ̀iyòng,noi6 jung6,第一學習階段
3235,耐,耐性,nɑ̀ixìng,noi6 sing3,第一學習階段
3235,耐,耐煩,nɑ̀ifɑ́n,noi6 faan4,第一學習階段
3235,耐,忍耐,rěnnɑ̀i,jan2 noi6,第一學習階段
3236,耍,玩耍,wɑ́nshuɑ̌,waan4 saa2,第一學習階段
